"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
3.163088583E0,1.955823421E0,-1.678343266E-1,1.412013918E-2,1.963062148E0
3.173074583E0,1.876076937E0,-3.626354933E-1,-6.510331482E-2,1.911912031E0
3.183059583E0,1.810982585E0,-5.048097372E-1,-1.744622439E-1,1.888101657E0
3.193045583E0,1.709674358E0,-5.884196758E-1,-2.438050956E-1,1.824462949E0
3.203031583E0,1.539860487E0,-5.903216600E-1,-2.472709417E-1,1.667570958E0
3.213016583E0,1.295415163E0,-4.322617352E-1,-1.942330152E-1,1.379375626E0
3.223002583E0,1.001011372E0,-1.705988050E-1,-7.940302789E-2,1.018544333E0
3.232988583E0,7.334958315E-1,3.954565525E-2,8.484823257E-2,7.394452084E-1
3.242974583E0,5.369284153E-1,1.829988360E-1,2.309370935E-1,6.124643976E-1
3.252959583E0,3.869123459E-1,1.936171204E-1,3.324810266E-1,5.456485918E-1
3.262945583E0,2.782189250E-1,1.081565470E-1,3.782747984E-1,4.818666122E-1
3.272931583E0,2.420476079E-1,2.162725106E-2,3.708629608E-1,4.433893528E-1
3.282916583E0,2.636183202E-1,-5.491480604E-2,3.148763776E-1,4.143155655E-1
3.292902583E0,3.636572957E-1,-1.013789773E-1,2.361104488E-1,4.452779691E-1
3.302888583E0,5.299049616E-1,-2.084048092E-1,1.607700884E-1,5.916746185E-1
3.312873583E0,6.978878379E-1,-4.730508626E-1,1.113514081E-1,8.504255928E-1
3.322859583E0,8.426650167E-1,-7.974268794E-1,1.184321642E-1,1.166190437E0
3.332845583E0,9.342303872E-1,-1.080709457E0,1.583279073E-1,1.437284618E0
3.342830583E0,9.413565993E-1,-1.241072416E0,2.149484009E-1,1.572455343E0
3.352816583E0,8.392201066E-1,-1.265493393E0,2.669785917E-1,1.541765703E0
3.362802583E0,6.352600455E-1,-1.123676300E0,3.069905341E-1,1.326818353E0
3.372788583E0,3.477404118E-1,-8.787859082E-1,3.424204290E-1,1.005206355E0
3.382773583E0,3.421822190E-2,-6.082876921E-1,3.480302095E-1,7.016479386E-1
3.392759583E0,-2.747641206E-1,-3.372372687E-1,2.954458296E-1,5.258445926E-1
3.402745583E0,-5.212334394E-1,-1.389171928E-1,1.673793793E-1,5.647992046E-1
3.412730583E0,-6.685725451E-1,3.663812578E-2,5.519109778E-3,6.695984325E-1
3.422716583E0,-7.418881059E-1,1.735865772E-1,-1.534222811E-1,7.772185393E-1
3.432702583E0,-8.134709001E-1,2.039617896E-1,-3.159563243E-1,8.961940168E-1
3.442687583E0,-9.384627938E-1,1.138419881E-1,-4.830830991E-1,1.061622199E0
3.452673583E0,-1.117984414E0,-3.134423122E-2,-6.215858459E-1,1.279547019E0
3.462659583E0,-1.347761154E0,-1.998601854E-1,-7.060379386E-1,1.534566321E0
3.472644583E0,-1.623340845E0,-3.603734374E-1,-7.442396879E-1,1.821811523E0
3.482630583E0,-1.928300500E0,-4.802218378E-1,-7.315949202E-1,2.117589894E0
3.492616583E0,-2.275581360E0,-5.805769563E-1,-6.763409972E-1,2.443926609E0
3.502602583E0,-2.667215586E0,-6.989112496E-1,-6.077094674E-1,2.823442352E0
3.512587583E0,-3.095766783E0,-8.425208926E-1,-5.530805588E-1,3.255689103E0
3.522573583E0,-3.520252705E0,-9.800315499E-1,-5.159718990E-1,3.690375041E0
3.532559583E0,-3.909693956E0,-1.074214458E0,-4.616566896E-1,4.080780616E0
3.542544583E0,-4.263553143E0,-1.132186174E0,-3.817157447E-1,4.427802823E0
3.552530583E0,-4.577628136E0,-1.136721969E0,-2.776266336E-1,4.724816687E0
3.562516583E0,-4.830522537E0,-1.120964527E0,-1.442963034E-1,4.960980838E0
3.572501583E0,-5.029281139E0,-1.075451612E0,-6.182424258E-4,5.142982144E0
3.582487583E0,-5.199005604E0,-1.014549017E0,1.480307728E-1,5.299139750E0
3.592473583E0,-5.363532543E0,-9.142879844E-1,3.243901134E-1,5.450562614E0
3.602458583E0,-5.536094666E0,-8.074134588E-1,5.369701385E-1,5.620373437E0
3.612444583E0,-5.713098526E0,-7.401417494E-1,7.555856109E-1,5.810181941E0
3.622430583E0,-5.883322716E0,-6.675418615E-1,9.449021220E-1,5.995993524E0
3.632416583E0,-6.078584194E0,-6.052947044E-1,1.087290406E0,6.204656954E0
3.642401583E0,-6.338764668E0,-5.985714197E-1,1.174726248E0,6.474427157E0
3.652387583E0,-6.679586887E0,-6.251849532E-1,1.199819326E0,6.815225868E0
3.662373583E0,-7.094376564E0,-6.745415926E-1,1.154651761E0,7.219307853E0
3.672358583E0,-7.541375160E0,-7.762610316E-1,1.039834976E0,7.652200812E0
3.682344583E0,-7.938153267E0,-9.652735591E-1,8.728009462E-1,8.044116597E0
3.692330583E0,-8.124614716E0,-1.204275489E0,6.555136442E-1,8.239498884E0
3.702315583E0,-7.906983376E0,-1.268084884E0,3.158673048E-1,8.014249655E0
3.712301583E0,-7.265656471E0,-1.097836733E0,-1.717641354E-1,7.350136895E0
3.722287583E0,-6.403777122E0,-8.259071112E-1,-7.021678686E-1,6.494884426E0
3.732272583E0,-5.519099236E0,-6.757064462E-1,-1.063443303E0,5.661090640E0
3.742258583E0,-4.612412453E0,-7.885877490E-1,-1.111971498E0,4.809646544E0
3.752244583E0,-3.421955109E0,-7.895140052E-1,-9.484419227E-1,3.637671125E0
3.762229833E0,-1.968402982E0,-7.888091803E-1,-6.356577277E-1,2.213795602E0
3.772215833E0,-4.929622114E-1,-8.346498609E-1,-2.722766101E-1,1.006869746E0
3.782201833E0,7.425512671E-1,-9.040029645E-1,5.097668618E-2,1.170983504E0
3.792187833E0,1.630079746E0,-9.350530505E-1,2.690948844E-1,1.898393069E0
3.802172833E0,2.279215336E0,-8.673103452E-1,3.873324692E-1,2.469225835E0
3.812158833E0,2.848287821E0,-6.108183861E-1,4.393157661E-1,2.945987263E0
3.822144833E0,3.432257175E0,-1.558602154E-1,4.793591201E-1,3.469072915E0
3.832129833E0,4.057940006E0,3.445160389E-1,5.724555254E-1,4.112575072E0
3.842115833E0,4.752210140E0,8.814283013E-1,7.496455312E-1,4.891051573E0
3.852101833E0,5.385807991E0,1.381241083E0,9.681677222E-1,5.643766773E0
3.862086833E0,5.830894470E0,1.714307547E0,1.158744574E0,6.187153600E0
3.872072833E0,6.114939690E0,1.897550344E0,1.207471609E0,6.515456423E0
3.882058833E0,6.353906155E0,1.992852569E0,1.084236383E0,6.746788371E0
3.892043833E0,6.613341331E0,1.974381089E0,8.481074572E-1,6.953686110E0
3.902029833E0,6.855931759E0,1.730214357E0,5.949610472E-1,7.095873495E0
3.912015833E0,7.014791012E0,1.315945029E0,3.924103379E-1,7.147936075E0
3.922000833E0,7.002906322E0,8.272547126E-1,2.329614162E-1,7.055446006E0
3.931986833E0,6.802435398E0,3.447737992E-1,-3.225931898E-2,6.811243424E0
3.941972833E0,6.486629009E0,-3.665334731E-2,-3.398701847E-1,6.495630155E0
3.951958833E0,6.157521248E0,-2.088070065E-1,-6.209026575E-1,6.192268437E0
3.961943833E0,5.820660114E0,-1.810426414E-1,-8.105857372E-1,5.879618171E0
3.971929833E0,5.401244640E0,-1.616305858E-1,-8.368719816E-1,5.468082189E0
3.981915833E0,4.911767483E0,-1.530517042E-1,-6.873301268E-1,4.961986229E0
3.991900833E0,4.347812653E0,-1.583492756E-1,-4.718140960E-1,4.376203594E0
4.001886833E0,3.740694523E0,-1.782920063E-1,-3.375824988E-1,3.760125729E0
4.011872833E0,3.256966352E0,-1.187301427E-1,-3.415055871E-1,3.276973105E0
4.021857833E0,2.967813730E0,-3.284019232E-2,-4.271495342E-1,2.998575252E0
4.031843833E0,2.863598347E0,-1.427183300E-2,-5.237517357E-1,2.911136386E0
4.041829833E0,2.879414797E0,9.177189320E-3,-5.393248796E-1,2.929502538E0
4.051814833E0,2.885746956E0,8.516303450E-2,-4.524696171E-1,2.922245197E0
4.061800833E0,2.788592815E0,1.688030660E-1,-3.028954566E-1,2.810069398E0
4.071786833E0,2.577838182E0,1.815145910E-1,-1.561965793E-1,2.588936966E0
4.081771833E0,2.338385105E0,1.635477990E-1,-5.421737954E-2,2.344724356E0
4.091757833E0,2.144517183E0,7.314573228E-2,2.932252362E-2,2.145964599E0
4.101743833E0,2.015657187E0,-1.192884892E-1,9.660249949E-2,2.021493428E0
4.111728833E0,1.925187945E0,-4.480040669E-1,1.285433918E-1,1.980802785E0
4.121714833E0,1.800238371E0,-1.056130290E0,1.791333258E-1,2.094840836E0
4.131700833E0,1.747938156E0,-1.348680139E0,2.023837566E-1,2.217021673E0
4.141686833E0,1.674366236E0,-1.412601948E0,1.949552298E-1,2.199307640E0
4.151671833E0,1.549789429E0,-1.387262344E0,2.299315929E-1,2.092656834E0
4.161657833E0,1.394880176E0,-1.365375638E0,3.956786096E-1,1.991608119E0
4.171643833E0,1.194954038E0,-1.553002238E0,6.012517214E-1,2.049691376E0
4.181628833E0,9.018515944E-1,-1.878003120E0,7.073992491E-1,2.200146749E0
4.191614833E0,5.644495487E-1,-2.187340021E0,6.734921932E-1,2.357255055E0
4.201600833E0,2.309919000E-1,-2.146990061E0,4.914066792E-1,2.214588924E0
4.211585833E0,-4.441145435E-2,-1.609992146E0,1.920079887E-1,1.622009296E0
4.221571833E0,-2.310920060E-1,-9.118205309E-1,-6.069188565E-2,9.426047426E-1
4.231557833E0,-2.908016741E-1,-3.325749636E-1,-1.674079448E-1,4.724374456E-1
4.241542833E0,-1.840173304E-1,2.255073190E-2,-1.892473698E-1,2.649254242E-1
4.251528833E0,5.378857628E-2,1.864757538E-1,-1.422969103E-1,2.406549986E-1
4.261514833E0,3.418485522E-1,1.705046296E-1,-5.942833424E-2,3.866057272E-1
4.271499833E0,6.149315238E-1,6.602881104E-2,2.531717904E-2,6.189842828E-1
4.281485833E0,8.309957385E-1,-9.394236654E-2,1.325670034E-1,8.467308286E-1
4.291471833E0,9.402748346E-1,-2.498414218E-1,2.157452554E-1,9.965357575E-1
4.301456833E0,1.064912438E0,-5.872895122E-1,2.808162272E-1,1.248120678E0
4.311442833E0,1.213391185E0,-8.577756286E-1,2.102366239E-1,1.500765350E0
4.321428833E0,1.383214831E0,-9.591547251E-1,9.283473715E-3,1.683254954E0
4.331413833E0,1.520704508E0,-1.075923443E0,-1.365541518E-1,1.867833101E0
4.341399833E0,1.558556437E0,-1.165446877E0,-1.869317442E-1,1.955072395E0
4.351385833E0,1.489702344E0,-1.177012205E0,-1.751810759E-1,1.906635574E0
4.361370833E0,1.345907569E0,-1.193903685E0,-1.590325087E-1,1.806146321E0
4.371356833E0,1.154189706E0,-1.163759947E0,-1.837727427E-1,1.649322137E0
4.381342833E0,9.826296568E-1,-1.105582476E0,-2.364430577E-1,1.497924889E0
4.391328833E0,8.332534432E-1,-9.598006010E-1,-2.970438302E-1,1.305282932E0
4.401313833E0,6.957880259E-1,-7.695380449E-1,-3.844361901E-1,1.106390963E0
4.411299833E0,5.530276895E-1,-6.152914762E-1,-4.381446838E-1,9.361591692E-1
4.421285833E0,3.760865927E-1,-4.665631354E-1,-5.113216639E-1,7.877640055E-1
4.431270833E0,2.518778443E-1,-4.894846976E-1,-5.534451008E-1,7.806018173E-1
4.441256833E0,1.521159410E-1,-5.421497822E-1,-6.388290524E-1,8.515680854E-1
4.451242833E0,7.022692263E-2,-5.937492847E-1,-6.945559382E-1,9.164485720E-1
4.461227833E0,-1.174739376E-2,-6.722814441E-1,-7.129257321E-1,9.799813472E-1
4.471213833E0,-7.751895487E-2,-8.977313638E-1,-6.734347939E-1,1.124920091E0
4.481199833E0,-1.724624783E-1,-1.191402316E0,-6.589443088E-1,1.372366710E0
4.491184833E0,-2.863608301E-1,-1.438436866E0,-7.282842398E-1,1.637528954E0
4.501170833E0,-3.935985565E-1,-1.628256679E0,-8.168872595E-1,1.863717905E0
4.511156833E0,-5.465529561E-1,-1.730015755E0,-8.824665546E-1,2.017528653E0
4.521141833E0,-7.166684866E-1,-1.821418285E0,-9.063391089E-1,2.156995334E0
4.531127833E0,-8.828654885E-1,-1.997957349E0,-8.840332627E-1,2.356437958E0
4.541113833E0,-1.053834677E0,-2.223462343E0,-8.777155876E-1,2.612419754E0
4.551098833E0,-1.214245677E0,-2.442085743E0,-9.251534343E-1,2.879945176E0
4.561084833E0,-1.343894839E0,-2.566607475E0,-9.993647337E-1,3.064678962E0
4.571070833E0,-1.421762228E0,-2.525525808E0,-1.048077583E0,3.081907699E0
4.581055833E0,-1.415047884E0,-2.361955881E0,-1.043820262E0,2.944614888E0
4.591041833E0,-1.330529809E0,-2.148078442E0,-9.738183022E-1,2.707927741E0
4.601027833E0,-1.195995092E0,-1.927531600E0,-8.995453119E-1,2.440279512E0
4.611012833E0,-1.039642811E0,-1.705392838E0,-8.499029279E-1,2.170612101E0
4.620998833E0,-8.947037458E-1,-1.485666633E0,-8.480046391E-1,1.930495274E0
4.630984833E0,-7.636147141E-1,-1.219784617E0,-9.021536112E-1,1.698488470E0
4.640969833E0,-6.391111016E-1,-8.052827120E-1,-9.740266800E-1,1.416217222E0
4.650955833E0,-4.970863461E-1,-6.015290618E-1,-9.981253743E-1,1.266959475E0
4.660941833E0,-3.519495726E-1,-5.837103128E-1,-1.024962306E0,1.230907779E0
4.670927833E0,-2.349313498E-1,-6.199865341E-1,-1.141402125E0,1.319990475E0
4.680912833E0,-1.619003117E-1,-7.421469092E-1,-1.383736730E0,1.578518636E0
4.690898833E0,-1.451650113E-1,-9.250469804E-1,-1.713264585E0,1.952449829E0
4.700884833E0,-1.721062958E-1,-1.042439461E0,-2.063318968E0,2.318099603E0
4.710869833E0,-2.253197134E-1,-1.045674443E0,-2.359513760E0,2.590658062E0
4.720855833E0,-2.920580506E-1,-9.788414836E-1,-2.530773163E0,2.729146635E0
4.730841833E0,-3.518369496E-1,-7.957302928E-1,-2.535701275E0,2.680812730E0
4.740826833E0,-3.983297348E-1,-5.645208955E-1,-2.396864891E0,2.494456198E0
4.750812833E0,-4.402564168E-1,-3.982501626E-1,-2.192638159E0,2.271583368E0
4.760798125E0,-4.869320393E-1,-2.918912470E-1,-1.977009654E0,2.056907991E0
4.770783125E0,-5.497839451E-1,-2.121396810E-1,-1.766189218E0,1.861904934E0
4.780769125E0,-6.260999441E-1,-1.936767697E-1,-1.540694594E0,1.674291392E0
4.790755125E0,-7.155374289E-1,-1.603443772E-1,-1.333009362E0,1.521386897E0
4.800740125E0,-8.215134144E-1,-1.192900017E-1,-1.151955009E0,1.419899551E0
4.810726125E0,-9.410081506E-1,-9.445548803E-2,-9.856262207E-1,1.365971166E0
4.820712125E0,-1.061114788E0,-8.962298185E-2,-8.489827514E-1,1.361898889E0
4.830697125E0,-1.181878567E0,-8.215175569E-2,-7.879857421E-1,1.422851850E0
4.840683125E0,-1.292930484E0,-8.634918928E-2,-7.972813249E-1,1.521441070E0
4.850669125E0,-1.400657535E0,-1.135571077E-1,-8.739769459E-1,1.654863272E0
4.860654125E0,-1.495412469E0,-2.136878818E-1,-1.015000939E0,1.819930732E0
4.870640125E0,-1.586153269E0,-3.437873125E-1,-1.207893610E0,2.023135903E0
4.880626125E0,-1.684890628E0,-5.125515461E-1,-1.453479290E0,2.283455181E0
4.890611125E0,-1.806228995E0,-7.271969914E-1,-1.734774351E0,2.607819146E0
4.900597125E0,-1.945826173E0,-9.190128446E-1,-2.027978897E0,2.956944793E0
4.910583125E0,-2.104061604E0,-9.929560423E-1,-2.310006380E0,3.278592138E0
4.920568125E0,-2.255194664E0,-1.084470630E0,-2.548825502E0,3.571902989E0
4.930554125E0,-2.392611980E0,-1.303779364E0,-2.714225769E0,3.845965970E0
4.940540125E0,-2.529832125E0,-1.522971511E0,-2.815884352E0,4.080281545E0
4.950525125E0,-2.673817158E0,-1.597064137E0,-2.861471415E0,4.229412573E0
4.960511125E0,-2.816136360E0,-1.495392084E0,-2.871338129E0,4.290851213E0
4.970497125E0,-2.933119774E0,-1.353841066E0,-2.844910383E0,4.304601297E0
4.980482125E0,-3.014224052E0,-1.308565855E0,-2.775481462E0,4.301300801E0
4.990468125E0,-3.054213285E0,-1.404065728E0,-2.655804873E0,4.284030682E0
5.000454125E0,-3.064557076E0,-1.523788214E0,-2.511368275E0,4.245045489E0
5.010439125E0,-2.951080322E0,-1.370697737E0,-2.457540989E0,4.077645775E0
5.020425125E0,-2.743931532E0,-1.234677434E0,-2.542611122E0,3.939347654E0
5.030411125E0,-2.488295794E0,-9.023191929E-1,-2.767053604E0,3.829148930E0
5.040396125E0,-2.228392839E0,-5.487275720E-1,-3.076154470E0,3.837911271E0
5.050382125E0,-2.049205303E0,-2.920135260E-1,-3.348389864E0,3.936524985E0
5.060368125E0,-2.013360500E0,-1.644528359E-1,-3.519200325E0,4.057762458E0
5.070353125E0,-2.106821060E0,-2.560654283E-2,-3.591599464E0,4.164004970E0
5.080339125E0,-2.266770124E0,1.127908379E-1,-3.620097160E0,4.272712490E0
5.090325125E0,-2.418855667E0,1.201936230E-1,-3.660112858E0,4.388819360E0
5.100310125E0,-2.529347181E0,4.314911366E-2,-3.746028900E0,4.520198174E0
5.110296125E0,-2.561608076E0,6.704832613E-2,-3.818170309E0,4.598342737E0
5.120282125E0,-2.455457211E0,7.424379699E-3,-3.753305435E0,4.485156288E0
5.130267125E0,-2.188614368E0,-5.916450173E-2,-3.547218561E0,4.168488073E0
5.140253125E0,-1.792876482E0,2.656812593E-2,-3.269242048E0,3.728680130E0
5.150239125E0,-1.334366918E0,1.635350287E-1,-2.912909269E0,3.208164458E0
5.160225125E0,-9.594342709E-1,1.867850870E-1,-2.444246531E0,2.632440672E0
5.170210125E0,-8.029924631E-1,-1.186611131E-1,-1.907392979E0,2.072926755E0
5.180196125E0,-9.220014811E-1,-4.198486507E-1,-1.370606661E0,1.704383243E0
5.190181125E0,-1.231535792E0,-4.902107120E-1,-9.046839476E-1,1.604817745E0
5.200167125E0,-1.570173502E0,-4.794571698E-1,-5.603683591E-1,1.734743987E0
5.210153125E0,-1.830195785E0,-4.992196858E-1,-3.373956978E-1,1.926829718E0
5.220138125E0,-2.001097202E0,-5.493007302E-1,-1.732282341E-1,2.082337467E0
5.230124125E0,-2.111622810E0,-6.267137527E-1,-4.150243476E-2,2.203053216E0
5.240110125E0,-2.189528942E0,-7.181985378E-1,9.694339335E-2,2.306348662E0
5.250096125E0,-2.250906944E0,-8.897018433E-1,3.090905547E-1,2.440018117E0
5.260081125E0,-2.306343555E0,-1.075633526E0,6.359919310E-1,2.623107663E0
5.270067125E0,-2.361302376E0,-1.125225663E0,1.023916364E0,2.808965365E0
5.280053125E0,-2.419419765E0,-1.060398817E0,1.457238317E0,3.016882690E0
5.290038125E0,-2.460814953E0,-1.079085350E0,1.962588072E0,3.327429543E0
5.300024125E0,-2.447929859E0,-1.230421782E0,2.542649984E0,3.737829223E0
5.310010125E0,-2.337489128E0,-1.472530842E0,3.215349674E0,4.239183416E0
5.319995125E0,-2.158933640E0,-1.972928166E0,3.770853758E0,4.772083201E0
5.329981125E0,-2.012625933E0,-2.339504957E0,4.137133598E0,5.161377820E0
5.339966125E0,-1.960847378E0,-2.469073772E0,4.413701534E0,5.424205837E0
5.349952125E0,-1.988123417E0,-2.739820242E0,4.557245731E0,5.676947977E0
5.359938125E0,-2.084267855E0,-2.859596491E0,4.603077412E0,5.806012938E0
5.369924125E0,-2.186875820E0,-2.790359020E0,4.652936459E0,5.849645032E0
5.379909125E0,-2.246092796E0,-2.658262968E0,4.740718842E0,5.880961655E0
5.389895125E0,-2.224345922E0,-2.540332556E0,4.861036777E0,5.918672387E0
5.399881125E0,-2.081328392E0,-2.477705956E0,5.014294147E0,5.967755062E0
5.409866125E0,-1.818286896E0,-2.401971579E0,5.229865074E0,6.035488662E0
5.419852125E0,-1.470079660E0,-2.220207691E0,5.445611477E0,6.061777030E0
5.429838125E0,-1.078797936E0,-1.875822425E0,5.596763134E0,6.000522672E0
5.439823125E0,-6.804473400E-1,-1.476884842E0,5.711935520E0,5.938889190E0
5.449809125E0,-2.920655310E-1,-1.217825651E0,5.757769585E0,5.892394435E0
5.459795125E0,9.841115028E-2,-1.018567443E0,5.707273960E0,5.798287717E0
5.469780125E0,4.806005955E-1,-8.057025075E-1,5.592723846E0,5.670863557E0
5.479766125E0,8.477637172E-1,-6.503268480E-1,5.431455612E0,5.535552221E0
5.489752125E0,1.205172420E0,-4.302725792E-1,5.274982452E0,5.427984426E0
5.499737125E0,1.548728347E0,-2.060927451E-1,5.152193546E0,5.383877046E0
5.509723125E0,1.827899218E0,-2.996101975E-1,4.934596062E0,5.270789325E0
5.519709125E0,2.068840027E0,-2.202271968E-1,4.686378002E0,5.127449449E0
5.529694125E0,2.386491537E0,1.947162002E-1,4.469123840E0,5.070140447E0
5.539680125E0,2.713426590E0,5.040350556E-1,4.275372505E0,5.088766575E0
5.549666125E0,3.016923189E0,6.849414110E-1,4.158541679E0,5.183091661E0
5.559651125E0,3.290144444E0,8.395642042E-1,4.094591618E0,5.319360772E0
5.569637125E0,3.493348122E0,8.899847269E-1,4.029874325E0,5.406980764E0
5.579622125E0,3.625808001E0,8.166710734E-1,3.931195021E0,5.409965766E0
5.589608125E0,3.706249237E0,9.100854397E-1,3.805684566E0,5.389598680E0
5.599594125E0,3.735430956E0,1.202926159E0,3.666065693E0,5.370336436E0
5.609580125E0,3.712386370E0,1.468572259E0,3.521236420E0,5.323309399E0
5.619565125E0,3.640808582E0,1.574404359E0,3.333343744E0,5.181256289E0
5.629551125E0,3.498415470E0,1.604802728E0,3.072499037E0,4.924891159E0
5.639537125E0,3.284218073E0,1.555855036E0,2.735651970E0,4.548688266E0
5.649522125E0,2.990446091E0,1.399621964E0,2.330898285E0,4.041632873E0
5.659508125E0,2.607746601E0,1.087994337E0,1.862654209E0,3.384310080E0
5.669494125E0,2.170741796E0,6.294254661E-1,1.376758337E0,2.646461767E0
5.679479125E0,1.721167207E0,5.157461390E-2,9.876970053E-1,1.985099964E0
5.689465125E0,1.286451459E0,-4.772886932E-1,7.687225938E-1,1.572798868E0
5.699450125E0,8.863489032E-1,-8.399042487E-1,7.196339369E-1,1.417366053E0
5.709436125E0,5.570054054E-1,-1.016442537E0,8.113702536E-1,1.414825834E0
5.719422125E0,2.974306643E-1,-1.053642154E0,9.816600084E-1,1.470470387E0
5.729407125E0,9.934636950E-2,-1.055031419E0,1.171630263E0,1.579771651E0
5.739393125E0,-4.948496073E-2,-1.095310330E0,1.339098334E0,1.730704432E0
5.749379125E0,-1.608277410E-1,-1.179387093E0,1.436056614E0,1.865228692E0
5.759364458E0,-2.255420536E-1,-1.259811878E0,1.409829617E0,1.904104707E0
5.769350458E0,-2.278568745E-1,-1.353222489E0,1.260692000E0,1.863457588E0
5.779336458E0,-1.604478359E-1,-1.495747209E0,1.033525705E0,1.825151666E0
5.789321458E0,-2.531929687E-2,-1.607445955E0,7.703676224E-1,1.782691740E0
5.799307458E0,1.557535976E-1,-1.693644881E0,5.324854851E-1,1.782198911E0
5.809293458E0,3.463437557E-1,-1.767621636E0,3.544268012E-1,1.835771937E0
5.819278458E0,5.085245967E-1,-1.868023157E0,2.501927912E-1,1.952102511E0
5.829264458E0,6.240367889E-1,-2.022646189E0,2.213648856E-1,2.128267354E0
5.839250458E0,6.885917783E-1,-2.176942587E0,2.081948817E-1,2.292723876E0
5.849235458E0,7.182844281E-1,-2.289513588E0,1.478420645E-1,2.404092815E0
5.859221458E0,7.349470258E-1,-2.429663897E0,5.511442944E-2,2.538986290E0
5.869207458E0,7.473283410E-1,-2.565320253E0,-4.020463303E-2,2.672261975E0
5.879192458E0,7.603798509E-1,-2.538514614E0,-1.084652171E-1,2.652168672E0
5.889178458E0,7.845575809E-1,-2.422682047E0,-1.317886412E-1,2.549958263E0
5.899164458E0,8.165119290E-1,-2.318954229E0,-1.041774750E-1,2.460709937E0
5.909149458E0,8.176435232E-1,-2.213173389E0,-6.138979644E-2,2.360179250E0
5.919135458E0,7.494896054E-1,-2.076378584E0,-4.475438222E-2,2.207959612E0
5.929121458E0,6.069702506E-1,-1.947270513E0,-9.414536506E-2,2.041846881E0
5.939106458E0,4.277512431E-1,-1.755062103E0,-2.286577076E-1,1.820851026E0
5.949092458E0,2.675176263E-1,-1.513933301E0,-3.823689818E-1,1.584224024E0
5.959078458E0,1.361880600E-1,-1.308251143E0,-4.828795493E-1,1.401156986E0
5.969063458E0,2.412357926E-2,-1.127072811E0,-5.193883181E-1,1.241224917E0
5.979049458E0,-8.380275965E-2,-1.006086826E0,-5.082185864E-1,1.130274186E0
5.989035458E0,-1.901388019E-1,-9.795728922E-1,-4.769866467E-1,1.105998226E0
5.999020458E0,-2.954002619E-1,-1.040353298E0,-4.695277810E-1,1.179004935E0
6.009006458E0,-3.998606205E-1,-1.147703171E0,-5.157616138E-1,1.320273126E0
6.018992458E0,-4.825310409E-1,-1.281787992E0,-6.337713003E-1,1.509133103E0
6.028977458E0,-5.401392579E-1,-1.487769842E0,-7.833588719E-1,1.766029627E0
6.038963458E0,-5.568301678E-1,-1.690256357E0,-9.167991281E-1,2.001885868E0
6.048949458E0,-5.175155401E-1,-1.799031854E0,-1.006321311E0,2.125328334E0
6.058934458E0,-4.391554594E-1,-1.838958263E0,-1.045781732E0,2.160621309E0
6.068920458E0,-4.183513820E-1,-1.901181102E0,-1.053256392E0,2.213336054E0
6.078906458E0,-5.087163448E-1,-1.988283038E0,-1.046593189E0,2.303783641E0
6.088891458E0,-6.839046478E-1,-2.092621803E0,-1.020176768E0,2.426427872E0
6.098877458E0,-8.769139647E-1,-2.146708965E0,-1.002138734E0,2.526186756E0
6.108863458E0,-1.024284482E0,-2.153335571E0,-1.008799195E0,2.589148238E0
